,Status,Meal plan identifier,Segmentation,Lenght of the stay,Day of week,Room type ok,Non refundable
3440,Cancelled,BB,Online Travel agency,6,Weekend,Triple Standard,Free cancellation
3441,Cancelled,BB,Flash sales / Boxes,4,Weekend,Double Deluxe,Free cancellation
3442,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3443,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
3444,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3445,Cancelled,BB,Online Travel agency,3,Weekend,Triple Standard,Free cancellation
3446,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3447,No show,HB,Online Travel agency,2,Weekend,Double Deluxe,Free cancellation
3448,Cancelled,RO,Online Travel agency,3,Weekend,Triple Standard,Free cancellation
3449,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
3450,Cancelled,BB,Tour Operator,6,Weekend,Double Standard,Free cancellation
3451,Cancelled,BB,Tour Operator,6,Weekend,Double Standard,Free cancellation
3452,Cancelled,BB,Online Travel agency,17,Weekend,Double Standard,Free cancellation
3453,Cancelled,BB,Online Travel agency,20,Weekend,Double Standard,Free cancellation
3454,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3455,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3456,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3457,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3458,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3459,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3460,Cancelled,BB,Online Travel agency,9,Not Weekend,Double Deluxe,Free cancellation
3461,Cancelled,BB,Online Travel agency,9,Not Weekend,Double Deluxe,Free cancellation
3462,Cancelled,BB,Online Travel agency,7,Not Weekend,Double Deluxe,Free cancellation
3463,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3464,Cancelled,BB,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3465,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3466,Cancelled,BB,Online Travel agency,6,Not Weekend,Double Standard City View,Free cancellation
3467,Cancelled,BB,Online Travel agency,4,Not Weekend,Triple Standard,Free cancellation
3468,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3469,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3470,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3471,Cancelled,RO,Direct reservation / Walk-in,7,Not Weekend,Double Standard,Free cancellation
3472,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3473,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard City View,Free cancellation
3474,Cancelled,RO,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3475,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3476,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3477,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard City View,Free cancellation
3478,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Junior Suite,Free cancellation
3479,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3480,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3481,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3482,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3483,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3484,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3485,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
3486,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3487,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3488,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3489,Cancelled,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
3490,Cancelled,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
3491,Cancelled,RO,Online Travel agency,2,Not Weekend,Triple Standard,Free cancellation
3492,Cancelled,RO,Online Travel agency,2,Not Weekend,Triple Standard,Free cancellation
3493,Cancelled,RO,Online Travel agency,2,Not Weekend,Triple Standard,Free cancellation
3494,Cancelled,RO,Online Travel agency,2,Not Weekend,Triple Standard,Free cancellation
3495,Cancelled,RO,Online Travel agency,1,Not Weekend,Triple Standard,Free cancellation
3496,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Triple Standard,Free cancellation
3497,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Triple Standard,Free cancellation
3498,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Triple Standard,Free cancellation
3499,Cancelled,RO,Online Travel agency,6,Weekend,Triple Standard,Free cancellation
3500,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3501,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3502,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Double Standard,Free cancellation
3503,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3504,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3505,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3506,Cancelled,RO,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3507,Cancelled,RO,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3508,Cancelled,RO,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
3509,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3510,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3511,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3512,Cancelled,HB,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
3513,Cancelled,BB,Tour Operator,6,Not Weekend,Double Standard City View,Free cancellation
3514,Cancelled,BB,Tour Operator,6,Not Weekend,Double Standard City View,Free cancellation
3515,Cancelled,RO,Online Travel agency,1,Not Weekend,Triple Standard,Free cancellation
3516,Cancelled,BB,Tour Operator,6,Not Weekend,Double Deluxe,Free cancellation
3517,Cancelled,BB,Online Travel agency,6,Not Weekend,Double Standard City View,Free cancellation
3518,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3519,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3520,Cancelled,RO,Online Travel agency,4,Not Weekend,Triple Standard,Free cancellation
3521,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Junior Suite,Free cancellation
3522,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
3523,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3524,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3525,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3526,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3527,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3528,Cancelled,RO,Online Travel agency,2,Not Weekend,Triple Standard,Free cancellation
3529,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3530,Cancelled,HB,Direct reservation / Walk-in,3,Not Weekend,Triple Standard,Free cancellation
3531,Cancelled,RO,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
3532,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
3533,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3534,Cancelled,HB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
3535,Cancelled,HB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
3536,Cancelled,HB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
3537,Cancelled,HB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
3538,Cancelled,HB,Travel agency,3,Not Weekend,Triple Standard,Free cancellation
3539,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3540,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3541,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3542,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
3543,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3544,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Double Standard,Free cancellation
3545,Cancelled,BB,Tour Operator,4,Weekend,Double Standard,Free cancellation
3546,Cancelled,BB,Tour Operator,4,Weekend,Double Standard,Free cancellation
3547,Cancelled,BB,Tour Operator,10,Weekend,Double Standard,Free cancellation
3548,Cancelled,BB,Tour Operator,7,Weekend,Double Standard,Free cancellation
3549,Cancelled,BB,Tour Operator,7,Weekend,Double Standard,Free cancellation
3550,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
3551,No show,BB,Travel agency,2,Weekend,Double Standard,Free cancellation
3552,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
3553,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
3554,Cancelled,BB,Travel agency,2,Weekend,Double Standard,Free cancellation
3555,Cancelled,RO,Online Travel agency,10,Not Weekend,Double Standard,Free cancellation
3556,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3557,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3558,Cancelled,RO,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3559,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3560,Cancelled,RO,Online Travel agency,6,Not Weekend,Double Standard City View,Free cancellation
3561,Cancelled,RO,Online Travel agency,6,Not Weekend,Double Standard City View,Free cancellation
3562,No show,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard City View,Free cancellation
3563,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3564,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3565,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3566,Cancelled,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
3567,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
3568,No show,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
3569,Cancelled,RO,Online Travel agency,30,Not Weekend,Double Standard,Free cancellation
3570,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3571,Cancelled,BB,Online Travel agency,13,Not Weekend,Double Standard,Free cancellation
3572,No show,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
3573,Cancelled,RO,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
3574,Cancelled,RO,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
3575,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3576,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3577,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
3578,No show,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
3579,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Deluxe,Free cancellation
3580,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
3581,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
3582,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3583,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3584,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3585,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3586,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3587,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3588,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3589,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3590,Cancelled,RO,Online Travel agency,1,Not Weekend,Triple Standard,Free cancellation
3591,Cancelled,RO,Online Travel agency,1,Not Weekend,Triple Standard,Free cancellation
3592,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3593,No show,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3594,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3595,Cancelled,RO,Online Travel agency,1,Weekend,Triple Standard,Free cancellation
3596,Cancelled,RO,Online Travel agency,7,Weekend,Double Standard,Free cancellation
3597,Cancelled,RO,Online Travel agency,7,Weekend,Double Standard City View,Free cancellation
3598,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3599,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
3600,Cancelled,BB,Travel agency,14,Weekend,Double Standard,Free cancellation
3601,Cancelled,BB,Travel agency,14,Weekend,Double Standard,Free cancellation
3602,Cancelled,BB,Travel agency,14,Weekend,Double Standard,Free cancellation
3603,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard City View,Free cancellation
3604,Cancelled,RO,Online Travel agency,10,Weekend,Double Standard,Free cancellation
3605,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3606,Cancelled,RO,Online Travel agency,5,Weekend,Double Standard,Free cancellation
3607,Cancelled,RO,Online Travel agency,5,Weekend,Double Standard,Free cancellation
3608,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3609,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3610,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard City View,Free cancellation
3611,Cancelled,RO,Online Travel agency,5,Not Weekend,Double Standard City View,Free cancellation
3612,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3613,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3614,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3615,Cancelled,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
3616,Cancelled,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
3617,Cancelled,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
3618,Cancelled,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
3619,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3620,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Deluxe,Free cancellation
3621,Cancelled,RO,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
3622,Cancelled,RO,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
3623,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3624,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3625,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3626,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3627,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
3628,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
3629,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
