,Cancelled,Arrival,Arrival month,Departure,Length of the stay,Creation date,Lead time,Cancellation date,Cxl time,Cancellation lead time,Stay type,Room type,Meal,N of pax,Non Refundable,VIP,Country,Market channel,Channel
7494,0,2019-01-06,1,2019-01-12,6,2019-01-04,2,0,0.0,0.0,W-W,Double Standard,RO,1,1,0,Other,OTA,XML
7495,0,2019-01-06,1,2019-01-07,1,2019-01-04,2,0,0.0,0.0,L-W,Double Standard,RO,1,1,0,Other,OTA,XML
7496,0,2019-01-15,1,2019-01-16,1,2019-01-04,11,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,GDS
7497,0,2019-01-08,1,2019-01-09,1,2019-01-04,4,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
7498,0,2019-01-10,1,2019-01-13,3,2019-01-04,6,0,0.0,0.0,W-L,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7499,0,2019-01-15,1,2019-01-16,1,2019-01-04,11,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,United Kingdom,TTOO,EMAIL
7500,0,2019-01-11,1,2019-01-12,1,2019-01-04,7,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,Other,TTOO,EMAIL
7501,0,2019-01-05,1,2019-01-10,5,2019-01-04,1,0,0.0,0.0,L-W,Double Standard,RO,1,1,0,United States,OTA,XML
7502,0,2019-01-07,1,2019-01-08,1,2019-01-04,3,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,OTA,XML
7503,0,2019-01-08,1,2019-01-11,3,2019-01-04,4,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7504,0,2019-01-09,1,2019-01-10,1,2019-01-04,5,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
7505,0,2019-01-11,1,2019-01-12,1,2019-01-04,7,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
7506,0,2019-01-09,1,2019-01-10,1,2019-01-04,5,0,0.0,0.0,L-L,Double Deluxe,RO,2,1,0,Spain,Direct / Walk-in,WEB
7507,0,2019-01-07,1,2019-01-10,3,2019-01-04,3,0,0.0,0.0,L-L,Double Standard City View,RO,1,0,0,Other,OTA,XML
7508,0,2019-01-15,1,2019-01-16,1,2019-01-04,11,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
7509,0,2019-01-14,1,2019-01-15,1,2019-01-04,10,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United States,GDS,GDS
7510,0,2019-01-05,1,2019-01-08,3,2019-01-04,1,0,0.0,0.0,L-W,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7511,0,2019-01-12,1,2019-01-14,2,2019-01-04,8,0,0.0,0.0,L-W,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7512,0,2019-01-10,1,2019-01-11,1,2019-01-04,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,OTA,XML
7513,0,2019-01-07,1,2019-01-10,3,2019-01-04,3,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7514,0,2019-01-09,1,2019-01-10,1,2019-01-04,5,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7515,0,2019-01-08,1,2019-01-10,2,2019-01-04,4,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7516,0,2019-01-04,1,2019-01-05,1,2019-01-04,0,0,0.0,0.0,W-L,Double Standard,RO,2,1,1,Spain,Direct / Walk-in,WEB
7517,0,2019-01-09,1,2019-01-10,1,2019-01-04,5,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Other,OTA,XML
7518,0,2019-01-12,1,2019-01-13,1,2019-01-04,8,0,0.0,0.0,W-W,Double Standard,RO,2,1,0,United States,OTA,XML
7519,0,2019-01-09,1,2019-01-10,1,2019-01-04,5,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,WEB
7520,0,2019-01-06,1,2019-01-07,1,2019-01-04,2,0,0.0,0.0,L-W,Double Standard City View,RO,2,1,0,China,OTA,Other
7521,0,2019-01-04,1,2019-01-05,1,2019-01-04,0,0,0.0,0.0,W-L,Double Standard,RO,2,0,0,Spain,Direct / Walk-in,EMAIL
7522,0,2019-01-11,1,2019-01-14,3,2019-01-04,7,0,0.0,0.0,L-W-L,Double Standard,RO,1,1,0,Other,OTA,XML
7523,0,2019-01-10,1,2019-01-13,3,2019-01-05,5,0,0.0,0.0,W-L,Double Standard,RO,1,0,0,Spain,Direct / Walk-in,EMAIL
7524,0,2019-01-05,1,2019-01-06,1,2019-01-04,1,0,0.0,0.0,W-W,Double Standard,RO,2,1,0,Other,OTA,XML
7525,0,2019-01-05,1,2019-01-06,1,2019-01-05,0,0,0.0,0.0,W-W,Double Standard,RO,2,0,0,Spain,Direct / Walk-in,EMAIL
7526,0,2019-01-05,1,2019-01-06,1,2019-01-05,0,0,0.0,0.0,W-W,Double Standard,RO,1,0,0,Spain,Direct / Walk-in,EMAIL
7527,0,2019-01-05,1,2019-01-08,3,2019-01-05,0,0,0.0,0.0,L-W,Double Standard,BB,2,0,0,Germany,TTOO,EMAIL
7528,0,2019-01-09,1,2019-01-10,1,2019-01-05,4,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,GDS
7529,0,2019-01-07,1,2019-01-10,3,2019-01-05,2,0,0.0,0.0,L-L,Double Standard,RO,1,0,1,United States,GDS,GDS
7530,0,2019-01-13,1,2019-01-14,1,2019-01-05,8,0,0.0,0.0,L-W,Double Standard,BB,2,0,0,Other,TTOO,EMAIL
7531,0,2019-01-13,1,2019-01-14,1,2019-01-05,8,0,0.0,0.0,L-W,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7532,0,2019-01-09,1,2019-01-10,1,2019-01-05,4,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,United Kingdom,Hotel deal apps,EMAIL
7533,0,2019-01-08,1,2019-01-11,3,2019-01-05,3,0,0.0,0.0,L-L,Double Standard City View,RO,2,0,1,Spain,Direct / Walk-in,WEB
7534,0,2019-01-08,1,2019-01-10,2,2019-01-05,3,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Direct / Walk-in,EMAIL
7535,0,2019-01-09,1,2019-01-10,1,2019-01-05,4,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,OTA,XML
7536,0,2019-01-08,1,2019-01-12,4,2019-01-05,3,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,Other,OTA,XML
7537,0,2019-01-07,1,2019-01-09,2,2019-01-05,2,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
7538,0,2019-01-08,1,2019-01-09,1,2019-01-05,3,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
7539,0,2019-01-08,1,2019-01-10,2,2019-01-05,3,0,0.0,0.0,L-L,Double Standard City View,RO,2,1,0,China,OTA,Other
7540,0,2019-01-06,1,2019-01-07,1,2019-01-05,1,0,0.0,0.0,L-W,Double Standard,RO,1,1,0,Other,OTA,XML
7541,0,2019-01-08,1,2019-01-10,2,2019-01-06,2,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
7542,0,2019-01-08,1,2019-01-10,2,2019-01-06,2,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
7543,0,2019-01-07,1,2019-01-10,3,2019-01-06,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
7544,0,2019-01-06,1,2019-01-09,3,2019-01-06,0,0,0.0,0.0,L-W,Double Standard City View,RO,1,1,0,Other,OTA,XML
7545,0,2019-01-08,1,2019-01-09,1,2019-01-06,2,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
7546,0,2019-01-07,1,2019-01-13,6,2019-01-06,1,0,0.0,0.0,W-L,Double Standard City View,RO,2,1,0,Spain,Direct / Walk-in,WEB
7547,0,2019-01-07,1,2019-01-11,4,2019-01-06,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7548,0,2019-01-12,1,2019-01-14,2,2019-01-06,6,0,0.0,0.0,L-W,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,WEB
7549,0,2019-01-08,1,2019-01-09,1,2019-01-06,2,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United States,OTA,XML
7550,0,2019-01-13,1,2019-01-14,1,2019-01-06,7,0,0.0,0.0,L-W,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
7551,0,2019-01-08,1,2019-01-09,1,2019-01-06,2,0,0.0,0.0,L-L,Double Standard,RO,2,1,1,Spain,Direct / Walk-in,WEB
7552,0,2019-01-07,1,2019-01-11,4,2019-01-06,1,0,0.0,0.0,L-L,Triple Standard,RO,3,1,0,Spain,Direct / Walk-in,WEB
7553,0,2019-01-07,1,2019-01-11,4,2019-01-07,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7554,0,2019-01-11,1,2019-01-13,2,2019-01-07,4,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Other,OTA,XML
7555,0,2019-01-11,1,2019-01-13,2,2019-01-07,4,0,0.0,0.0,W-L,Double Deluxe,RO,2,0,0,Other,OTA,XML
7556,0,2019-01-10,1,2019-01-11,1,2019-01-07,3,0,0.0,0.0,L-L,Double Deluxe,RO,2,0,0,Other,OTA,XML
7557,0,2019-01-08,1,2019-01-09,1,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7558,0,2019-01-07,1,2019-01-10,3,2019-01-07,0,0,0.0,0.0,L-L,Double Standard,RO,1,0,1,United Kingdom,Corporate / Mice,GDS
7559,0,2019-01-08,1,2019-01-09,1,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,RO,1,0,1,United States,GDS,GDS
7560,0,2019-01-09,1,2019-01-10,1,2019-01-07,2,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
7561,0,2019-01-08,1,2019-01-10,2,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7562,0,2019-01-09,1,2019-01-10,1,2019-01-07,2,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
7563,0,2019-01-12,1,2019-01-14,2,2019-01-07,5,0,0.0,0.0,L-W,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7564,0,2019-01-09,1,2019-01-12,3,2019-01-07,2,0,0.0,0.0,W-L,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7565,0,2019-01-08,1,2019-01-10,2,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7566,0,2019-01-08,1,2019-01-11,3,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
7567,0,2019-01-11,1,2019-01-12,1,2019-01-07,4,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
7568,0,2019-01-09,1,2019-01-10,1,2019-01-07,2,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
7569,0,2019-01-07,1,2019-01-09,2,2019-01-07,0,0,0.0,0.0,L-L,Double Standard City View,RO,2,0,0,Spain,Direct / Walk-in,WEB
7570,0,2019-01-07,1,2019-01-08,1,2019-01-07,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
7571,0,2019-01-10,1,2019-01-11,1,2019-01-07,3,0,0.0,0.0,L-L,Double Standard,RO,1,0,1,United States,GDS,GDS
7572,0,2019-01-08,1,2019-01-11,3,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
7573,0,2019-01-08,1,2019-01-10,2,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
7574,0,2019-01-10,1,2019-01-11,1,2019-01-07,3,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7575,0,2019-01-11,1,2019-01-13,2,2019-01-07,4,0,0.0,0.0,W-L,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7576,0,2019-01-09,1,2019-01-10,1,2019-01-07,2,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,OTA,XML
7577,0,2019-01-09,1,2019-01-10,1,2019-01-07,2,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7578,0,2019-01-09,1,2019-01-10,1,2019-01-07,2,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7579,0,2019-01-15,1,2019-01-16,1,2019-01-07,8,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7580,0,2019-01-11,1,2019-01-13,2,2019-01-07,4,0,0.0,0.0,W-L,Double Standard City View,BB,2,0,0,Germany,TTOO,XML
7581,0,2019-01-07,1,2019-01-11,4,2019-01-07,0,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,Germany,TTOO,XML
7582,0,2019-01-09,1,2019-01-10,1,2019-01-07,2,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7583,0,2019-01-14,1,2019-01-15,1,2019-01-07,7,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7584,0,2019-01-09,1,2019-01-12,3,2019-01-07,2,0,0.0,0.0,W-L,Double Standard,RO,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7585,0,2019-01-08,1,2019-01-09,1,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,Other
7586,0,2019-01-11,1,2019-01-14,3,2019-01-07,4,0,0.0,0.0,L-W-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,WEB
7587,0,2019-01-07,1,2019-01-11,4,2019-01-07,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7588,0,2019-01-08,1,2019-01-10,2,2019-01-07,1,0,0.0,0.0,L-L,Double Standard City View,RO,1,1,1,Spain,Direct / Walk-in,WEB
7589,0,2019-01-08,1,2019-01-10,2,2019-01-07,1,0,0.0,0.0,L-L,Double Standard City View,BB,1,1,0,Other,OTA,XML
7590,0,2019-01-09,1,2019-01-12,3,2019-01-07,2,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
7591,0,2019-01-08,1,2019-01-10,2,2019-01-07,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7592,0,2019-01-11,1,2019-01-12,1,2019-01-08,3,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,WEB
7593,0,2019-01-09,1,2019-01-11,2,2019-01-08,1,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7594,0,2019-01-11,1,2019-01-12,1,2019-01-08,3,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,WEB
7595,0,2019-01-13,1,2019-01-15,2,2019-01-08,5,0,0.0,0.0,L-W,Double Standard,BB,2,1,0,Spain,Direct / Walk-in,WEB
7596,0,2019-01-08,1,2019-01-11,3,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,WEB
7597,0,2019-01-09,1,2019-01-10,1,2019-01-08,1,0,0.0,0.0,L-L,Double Standard,HB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
7598,0,2019-01-10,1,2019-01-11,1,2019-01-08,2,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United Kingdom,Travel agency,EMAIL
7599,0,2019-01-14,1,2019-01-15,1,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Germany,GDS,XML
7600,0,2019-01-14,1,2019-01-16,2,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
7601,0,2019-01-12,1,2019-01-13,1,2019-01-08,4,0,0.0,0.0,W-W,Double Standard,BB,2,0,1,United Kingdom,Flash / Boxes,EMAIL
7602,0,2019-01-08,1,2019-01-10,2,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
7603,0,2019-01-09,1,2019-01-10,1,2019-01-08,1,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,Other
7604,0,2019-01-14,1,2019-01-15,1,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,GDS
7605,0,2019-01-08,1,2019-01-09,1,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,GDS
7606,0,2019-01-14,1,2019-01-15,1,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,United States,OTA,XML
7607,0,2019-01-09,1,2019-01-10,1,2019-01-08,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
7608,0,2019-01-14,1,2019-01-15,1,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
7609,0,2019-01-15,1,2019-01-16,1,2019-01-08,7,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7610,0,2019-01-14,1,2019-01-15,1,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,WEB
7611,0,2019-01-12,1,2019-01-13,1,2019-01-08,4,0,0.0,0.0,W-W,Double Standard,HB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
7612,0,2019-01-14,1,2019-01-15,1,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
7613,0,2019-01-15,1,2019-01-16,1,2019-01-08,7,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,GDS,WEB
7614,0,2019-01-15,1,2019-01-16,1,2019-01-08,7,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,GDS,WEB
7615,0,2019-01-10,1,2019-01-13,3,2019-01-08,2,0,0.0,0.0,W-L,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7616,0,2019-01-11,1,2019-01-14,3,2019-01-08,3,0,0.0,0.0,L-W-L,Double Deluxe,BB,2,0,0,Other,Flash / Boxes,EMAIL
7617,0,2019-01-08,1,2019-01-09,1,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,BB,1,1,0,United States,OTA,XML
7618,0,2019-01-14,1,2019-01-15,1,2019-01-08,6,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Germany,GDS,XML
7619,0,2019-01-08,1,2019-01-09,1,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,Spain,Direct / Walk-in,EMAIL
7620,0,2019-01-08,1,2019-01-10,2,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,Spain,Direct / Walk-in,EMAIL
7621,0,2019-01-11,1,2019-01-13,2,2019-01-08,3,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,Other,OTA,XML
7622,0,2019-01-08,1,2019-01-09,1,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7623,0,2019-01-08,1,2019-01-09,1,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,United Kingdom,Hotel deal apps,EMAIL
7624,0,2019-01-09,1,2019-01-10,1,2019-01-08,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7625,0,2019-01-08,1,2019-01-09,1,2019-01-08,0,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Spain,Direct / Walk-in,EMAIL
7626,0,2019-01-10,1,2019-01-11,1,2019-01-09,1,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,OTA,XML
7627,0,2019-01-14,1,2019-01-15,1,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7628,0,2019-01-14,1,2019-01-15,1,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7629,0,2019-01-14,1,2019-01-15,1,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7630,0,2019-01-14,1,2019-01-15,1,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7631,0,2019-01-14,1,2019-01-15,1,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7632,0,2019-01-14,1,2019-01-15,1,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7633,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7634,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7635,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7636,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7637,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7638,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7639,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7640,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7641,0,2019-01-14,1,2019-01-15,1,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Germany,GDS,XML
7642,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,United Kingdom,Corporate / Mice,EMAIL
7643,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,United Kingdom,Corporate / Mice,EMAIL
7644,0,2019-01-15,1,2019-01-16,1,2018-12-13,33,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7645,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,1,Spain,Direct / Walk-in,WEB
7646,0,2019-01-14,1,2019-01-16,2,2018-12-13,32,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7647,0,2019-01-14,1,2019-01-15,1,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,United States,OTA,XML
7648,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
7649,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
7650,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard City View,RO,2,1,0,Other,OTA,XML
7651,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United Kingdom,Corporate / Mice,GDS
7652,0,2019-01-09,1,2019-01-13,4,2019-01-09,0,0,0.0,0.0,W-L,Double Standard,BB,1,0,0,Spain,Direct / Walk-in,EMAIL
7653,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard City View,RO,2,1,0,United States,OTA,XML
7654,0,2019-01-15,1,2019-01-16,1,2019-01-09,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Travel agency,GDS
7655,0,2019-01-15,1,2019-01-16,1,2019-01-09,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Travel agency,GDS
7656,0,2019-01-14,1,2019-01-16,2,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
7657,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
7658,0,2019-01-15,1,2019-01-16,1,2019-01-09,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Other,TTOO,EMAIL
7659,0,2019-01-14,1,2019-01-16,2,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,OTA,XML
7660,0,2019-01-14,1,2019-01-16,2,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,OTA,XML
7661,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,China,OTA,Other
7662,0,2019-01-14,1,2019-01-15,1,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
7663,0,2019-01-14,1,2019-01-15,1,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Spain,GDS,WEB
7664,0,2019-01-09,1,2019-01-11,2,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
7665,0,2019-01-15,1,2019-01-16,1,2019-01-09,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
7666,0,2019-01-15,1,2019-01-16,1,2019-01-09,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
7667,0,2019-01-09,1,2019-01-10,1,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
7668,0,2019-01-14,1,2019-01-15,1,2019-01-09,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,WEB
7669,0,2019-01-12,1,2019-01-14,2,2019-01-09,3,0,0.0,0.0,L-W,Double Standard City View,RO,2,1,0,Other,OTA,XML
7670,0,2019-01-10,1,2019-01-11,1,2019-01-09,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
7671,0,2019-01-09,1,2019-01-11,2,2019-01-09,0,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,United Kingdom,Hotel deal apps,EMAIL
7672,0,2019-01-11,1,2019-01-12,1,2019-01-10,1,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Other,OTA,XML
