,Cancelled,Arrival,Arrival month,Departure,Length of the stay,Creation date,Lead time,Cancellation date,Cxl time,Cancellation lead time,Stay type,Room type,Meal,N of pax,Non Refundable,VIP,Country,Market channel,Channel
15368,0,2019-04-23,4,2019-04-24,1,2019-04-15,8,0,0.0,0.0,L-L,Double Standard City View,HB,1,0,0,Other,OTA,XML
15369,0,2019-04-21,4,2019-04-22,1,2019-04-15,6,0,0.0,0.0,L-W,Triple Standard,RO,2,0,0,United States,OTA,XML
15370,0,2019-04-21,4,2019-04-24,3,2019-04-16,5,0,0.0,0.0,L-W,Double Standard,RO,1,1,0,United States,OTA,XML
15371,0,2019-04-30,4,2019-05-01,1,2019-04-16,14,0,0.0,0.0,L-L,Double Standard,BB,1,1,0,United States,OTA,XML
15372,0,2019-04-30,4,2019-05-01,1,2019-04-16,14,0,0.0,0.0,L-L,Double Standard,BB,1,1,0,United States,OTA,XML
15373,0,2019-04-30,4,2019-05-01,1,2019-04-16,14,0,0.0,0.0,L-L,Double Standard,BB,1,1,0,United States,OTA,XML
15374,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15375,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15376,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15377,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15378,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15379,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15380,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15381,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15382,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15383,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15384,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15385,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15386,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15387,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15388,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15389,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15390,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15391,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15392,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15393,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15394,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15395,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15396,0,2019-04-24,4,2019-04-26,2,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15397,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15398,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15399,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15400,0,2019-04-24,4,2019-04-25,1,2019-03-20,35,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15401,0,2019-04-23,4,2019-04-27,4,2019-03-20,34,0,0.0,0.0,W-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15402,0,2019-04-23,4,2019-04-27,4,2019-03-20,34,0,0.0,0.0,W-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15403,0,2019-04-16,4,2019-04-17,1,2019-04-16,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
15404,0,2019-04-23,4,2019-04-24,1,2019-04-16,7,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
15405,0,2019-04-28,4,2019-05-01,3,2019-04-16,12,0,0.0,0.0,L-W,Double Standard,BB,1,0,1,Other,Corporate / Mice,EMAIL
15406,0,2019-04-21,4,2019-04-22,1,2019-04-16,5,0,0.0,0.0,L-W,Double Standard,RO,2,1,0,Other,OTA,XML
15407,0,2019-04-28,4,2019-05-01,3,2019-04-16,12,0,0.0,0.0,L-W,Double Standard,BB,1,0,1,Other,Corporate / Mice,EMAIL
15408,0,2019-04-30,4,2019-05-01,1,2019-04-16,14,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
15409,0,2019-04-20,4,2019-04-22,2,2019-04-16,4,0,0.0,0.0,L-W,Double Standard City View,RO,2,1,0,Other,OTA,XML
15410,0,2019-04-20,4,2019-04-22,2,2019-04-16,4,0,0.0,0.0,L-W,Double Standard,BB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
15411,0,2019-04-27,4,2019-04-30,3,2019-04-16,11,0,0.0,0.0,L-W,Double Standard,BB,2,0,0,Other,Travel agency,EMAIL
15412,0,2019-04-30,4,2019-05-01,1,2019-04-16,14,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
15413,0,2019-04-30,4,2019-05-01,1,2019-04-16,14,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
15414,0,2019-04-28,4,2019-04-29,1,2019-04-16,12,0,0.0,0.0,L-W,Double Standard,RO,1,0,0,United Kingdom,GDS,GDS
15415,0,2019-04-29,4,2019-04-30,1,2019-04-16,13,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15416,0,2019-04-29,4,2019-04-30,1,2019-04-16,13,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15417,0,2019-04-24,4,2019-04-25,1,2019-04-16,8,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Other,OTA,XML
15418,0,2019-04-20,4,2019-04-21,1,2019-04-16,4,0,0.0,0.0,W-W,Double Standard City View,RO,2,1,0,Spain,Direct / Walk-in,WEB
15419,0,2019-04-29,4,2019-04-30,1,2019-04-16,13,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
15420,0,2019-04-17,4,2019-04-18,1,2019-04-17,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
15421,0,2019-04-19,4,2019-04-21,2,2019-04-17,2,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,United States,OTA,XML
15422,0,2019-04-23,4,2019-04-26,3,2019-04-17,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15423,0,2019-04-17,4,2019-04-18,1,2019-04-17,0,0,0.0,0.0,L-L,Double Standard,RO,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15424,0,2019-04-30,4,2019-05-01,1,2019-04-17,13,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
15425,0,2019-04-21,4,2019-04-22,1,2019-04-17,4,0,0.0,0.0,L-W,Double Standard,RO,2,1,0,Other,OTA,XML
15426,0,2019-04-23,4,2019-04-24,1,2019-04-17,6,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
15427,0,2019-04-29,4,2019-04-30,1,2019-04-17,12,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
15428,0,2019-04-29,4,2019-04-30,1,2019-04-17,12,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
15429,0,2019-04-29,4,2019-05-01,2,2019-04-17,12,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,GDS,GDS
15430,0,2019-04-29,4,2019-04-30,1,2019-04-17,12,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,GDS,GDS
15431,0,2019-04-30,4,2019-05-01,1,2019-04-17,13,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
15432,0,2019-04-23,4,2019-04-24,1,2019-04-17,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15433,0,2019-04-30,4,2019-05-01,1,2019-04-17,13,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,OTA,XML
15434,0,2019-04-29,4,2019-05-01,2,2019-04-17,12,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,WEB
15435,0,2019-04-20,4,2019-04-21,1,2019-04-17,3,0,0.0,0.0,W-W,Double Standard,BB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
15436,0,2019-04-17,4,2019-04-18,1,2019-04-17,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
15437,0,2019-04-17,4,2019-04-18,1,2019-04-17,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
15438,0,2019-04-18,4,2019-04-19,1,2019-04-17,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
15439,0,2019-04-19,4,2019-04-21,2,2019-04-17,2,0,0.0,0.0,W-L,Double Standard City View,RO,2,1,0,United States,OTA,XML
15440,0,2019-04-29,4,2019-05-01,2,2019-04-18,11,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United States,OTA,XML
15441,0,2019-04-19,4,2019-04-19,0,2019-04-18,1,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
15442,0,2019-04-21,4,2019-04-25,4,2019-04-18,3,0,0.0,0.0,L-W,Double Standard,RO,2,1,0,Other,OTA,XML
15443,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15444,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15445,0,2019-04-24,4,2019-04-26,2,2019-04-18,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,Spain,Direct / Walk-in,EMAIL
15446,0,2019-04-24,4,2019-04-26,2,2019-04-18,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,Spain,Direct / Walk-in,EMAIL
15447,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15448,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15449,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15450,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15451,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15452,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15453,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,Spain,Corporate / Mice,EMAIL
15454,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,Spain,Corporate / Mice,EMAIL
15455,0,2019-04-23,4,2019-04-24,1,2019-04-06,17,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,Spain,Corporate / Mice,EMAIL
15456,0,2019-04-29,4,2019-04-30,1,2019-04-18,11,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15457,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,EMAIL
15458,0,2019-04-22,4,2019-04-23,1,2019-04-18,4,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Spain,Travel agency,GDS
15459,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15460,0,2019-04-23,4,2019-04-25,2,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15461,0,2019-04-29,4,2019-05-01,2,2019-04-18,11,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15462,0,2019-04-19,4,2019-04-22,3,2019-04-18,1,0,0.0,0.0,L-W-L,Double Standard,RO,1,1,0,United States,OTA,XML
15463,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15464,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15465,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15466,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15467,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15468,0,2019-04-29,4,2019-04-30,1,2019-04-18,11,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,GDS,GDS
15469,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15470,0,2019-04-23,4,2019-04-24,1,2019-04-18,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
15471,0,2019-04-24,4,2019-04-26,2,2019-04-18,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Corporate / Mice,EMAIL
15472,0,2019-04-28,4,2019-04-29,1,2019-04-18,10,0,0.0,0.0,L-W,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
15473,0,2019-04-28,4,2019-04-29,1,2019-04-18,10,0,0.0,0.0,L-W,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,GDS
15474,0,2019-04-18,4,2019-04-20,2,2019-04-18,0,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,Other,OTA,XML
15475,0,2019-04-30,4,2019-05-01,1,2019-04-18,12,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15476,0,2019-04-18,4,2019-04-19,1,2019-04-18,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
15477,0,2019-04-21,4,2019-04-24,3,2019-04-18,3,0,0.0,0.0,L-W,Double Standard City View,RO,2,1,0,United States,OTA,XML
15478,0,2019-04-19,4,2019-04-20,1,2019-04-18,1,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,United States,OTA,XML
15479,0,2019-04-19,4,2019-04-22,3,2019-04-19,0,0,0.0,0.0,L-W-L,Double Standard,BB,2,0,0,Germany,TTOO,XML
15480,0,2019-04-28,4,2019-04-30,2,2019-04-19,9,0,0.0,0.0,L-W,Double Standard,RO,1,1,0,United States,OTA,XML
15481,0,2019-04-19,4,2019-04-20,1,2019-04-19,0,0,0.0,0.0,W-L,Double Standard City View,RO,1,1,0,United States,OTA,XML
15482,0,2019-04-19,4,2019-04-22,3,2019-04-19,0,0,0.0,0.0,L-W-L,Double Standard,BB,2,0,0,United Kingdom,Flash / Boxes,EMAIL
15483,0,2019-04-26,4,2019-04-27,1,2019-04-19,7,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,United States,OTA,XML
15484,0,2019-04-26,4,2019-04-27,1,2019-04-19,7,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,United States,OTA,XML
15485,0,2019-04-25,4,2019-04-26,1,2019-04-19,6,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
15486,0,2019-04-24,4,2019-04-26,2,2019-04-19,5,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Germany,GDS,XML
15487,0,2019-04-28,4,2019-04-30,2,2019-04-19,9,0,0.0,0.0,L-W,Double Standard,RO,2,0,0,United States,OTA,XML
15488,0,2019-04-19,4,2019-04-20,1,2019-04-19,0,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Other,OTA,XML
15489,0,2019-04-23,4,2019-04-25,2,2019-04-20,3,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,WEB
15490,0,2019-04-20,4,2019-04-21,1,2019-04-20,0,0,0.0,0.0,W-W,Double Standard City View,RO,1,1,0,United States,OTA,XML
15491,0,2019-04-20,4,2019-04-21,1,2019-04-20,0,0,0.0,0.0,W-W,Double Standard,RO,1,1,0,United States,OTA,XML
15492,0,2019-04-30,4,2019-05-01,1,2019-04-20,10,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
15493,0,2019-04-21,4,2019-04-21,0,2019-04-21,0,0,0.0,0.0,W-W,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,EMAIL
15494,0,2019-04-23,4,2019-04-24,1,2019-04-21,2,0,0.0,0.0,L-L,Double Standard,BB,1,1,0,United States,OTA,XML
15495,0,2019-04-23,4,2019-04-24,1,2019-04-21,2,0,0.0,0.0,L-L,Double Standard,BB,1,1,0,United States,OTA,XML
15496,0,2019-04-21,4,2019-04-22,1,2019-04-21,0,0,0.0,0.0,L-W,Double Standard City View,RO,1,1,0,United States,OTA,XML
15497,0,2019-04-21,4,2019-04-22,1,2019-04-21,0,0,0.0,0.0,L-W,Double Standard,RO,1,1,0,United States,OTA,XML
15498,0,2019-04-26,4,2019-04-27,1,2019-04-21,5,0,0.0,0.0,W-L,Double Standard,RO,2,0,0,Other,Corporate / Mice,XML
15499,0,2019-04-23,4,2019-04-24,1,2019-04-21,2,0,0.0,0.0,L-L,Double Standard,RO,2,0,0,Other,Corporate / Mice,XML
15500,0,2019-04-22,4,2019-04-24,2,2019-04-21,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
15501,0,2019-04-22,4,2019-04-23,1,2019-04-22,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,EMAIL
15502,0,2019-04-22,4,2019-04-25,3,2019-04-22,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
15503,0,2019-04-22,4,2019-04-23,1,2019-04-22,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Spain,Direct / Walk-in,EMAIL
15504,0,2019-04-22,4,2019-04-23,1,2019-04-22,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
15505,0,2019-04-23,4,2019-04-24,1,2019-04-22,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
15506,0,2019-04-22,4,2019-04-23,1,2019-04-22,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
15507,0,2019-04-26,4,2019-04-27,1,2019-04-22,4,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Other,OTA,XML
15508,0,2019-04-25,4,2019-04-27,2,2019-04-22,3,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Other,OTA,XML
15509,0,2019-04-30,4,2019-05-01,1,2019-04-22,8,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
15510,0,2019-04-29,4,2019-05-01,2,2019-04-23,6,0,0.0,0.0,L-L,Double Standard City View,RO,2,1,0,United States,OTA,XML
15511,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15512,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15513,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15514,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15515,0,2019-04-23,4,2019-04-24,1,2019-04-23,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
15516,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,United States,GDS,GDS
15517,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15518,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15519,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15520,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15521,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15522,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15523,0,2019-04-25,4,2019-04-28,3,2018-06-11,318,0,0.0,0.0,W-L,Double Standard,BB,2,0,0,China,Corporate / Mice,EMAIL
15524,0,2019-04-23,4,2019-04-24,1,2019-04-23,0,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15525,0,2019-04-23,4,2019-04-24,1,2019-04-23,0,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15526,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United States,GDS,GDS
15527,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
15528,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,Spain,Travel agency,GDS
15529,0,2019-04-26,4,2019-04-27,1,2019-04-23,3,0,0.0,0.0,W-L,Double Standard,RO,2,0,0,Other,OTA,XML
15530,0,2019-04-30,4,2019-05-01,1,2019-04-23,7,0,0.0,0.0,L-L,Double Standard,BB,2,0,0,Germany,TTOO,EMAIL
15531,0,2019-04-26,4,2019-04-27,1,2019-04-23,3,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,United States,OTA,XML
15532,0,2019-04-24,4,2019-04-25,1,2019-04-23,1,0,0.0,0.0,L-L,Double Standard,RO,1,0,1,United Kingdom,Corporate / Mice,EMAIL
15533,0,2019-04-24,4,2019-04-25,1,2019-04-23,1,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,United States,OTA,XML
15534,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,RO,1,0,0,Other,Corporate / Mice,XML
15535,0,2019-04-26,4,2019-04-27,1,2019-04-23,3,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Other,OTA,XML
15536,0,2019-04-24,4,2019-04-25,1,2019-04-23,1,0,0.0,0.0,L-L,Double Standard,BB,1,0,0,United Kingdom,Corporate / Mice,Other
15537,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
15538,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,WEB
15539,0,2019-04-24,4,2019-04-26,2,2019-04-23,1,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,Other,OTA,XML
15540,0,2019-04-29,4,2019-04-30,1,2019-04-23,6,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Other,OTA,XML
15541,0,2019-04-24,4,2019-04-25,1,2019-04-24,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
15542,0,2019-04-24,4,2019-04-27,3,2019-04-24,0,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,Other,OTA,XML
15543,0,2019-04-24,4,2019-04-27,3,2019-04-24,0,0,0.0,0.0,W-L,Double Standard,RO,1,1,0,Other,OTA,XML
15544,0,2019-04-24,4,2019-04-25,1,2019-04-24,0,0,0.0,0.0,L-L,Double Standard,RO,1,1,0,Spain,Direct / Walk-in,EMAIL
15545,0,2019-04-26,4,2019-04-27,1,2019-04-24,2,0,0.0,0.0,W-L,Double Standard,RO,2,1,0,Other,OTA,XML
15546,0,2019-04-24,4,2019-04-25,1,2019-04-24,0,0,0.0,0.0,L-L,Double Standard,RO,2,1,0,United Kingdom,Hotel deal apps,EMAIL
