Numero Reserva,Cliente Comercial,Fecha llegada,Fecha de salida,Tipo de habitación,Estado,Identificador régimen alimenticio,Tarifa,Fecha de Creación,Nº de pax del tipo 1 alojados,Fecha de cancelación,VIP,Identificador segmento de mercado,Identificador procedencia de negocio,País,Identificador de canal
5933188,COMPANIES,3/11/2019,6/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,22/10/2019,1,,,CORP,EMP,ES,MICE COMP
5933189,COMPANIES,3/11/2019,6/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,22/10/2019,1,,,CORP,EMP,ES,MICE COMP
5933190,COMPANIES,3/11/2019,6/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,22/10/2019,1,,,CORP,EMP,ES,MICE COMP
5933201,COMPANIES,3/11/2019,6/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,22/10/2019,1,,,CORP,EMP,ES,MICE COMP
5933202,COMPANIES,3/11/2019,6/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,22/10/2019,1,,,CORP,EMP,ES,MICE COMP
5933315,BOOKING.COM,13/11/2019,14/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,22/10/2019,1,,,ONL,ONL,,XML
5933381,BOOKING.COM,30/10/2019,5/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,22/10/2019,1,,,ONL,ONL,,XML
5933567,BOOKING.COM,6/11/2019,7/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,22/10/2019,1,,,ONL,ONL,,XML
5933658,BOOKING.COM,9/11/2019,10/11/2019,TPLSTD,Confirmada,RO,X_BAR,22/10/2019,3,,,ONL,ONL,,XML
5933660,EXPEDIA,6/11/2019,7/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,22/10/2019,1,,,ONL,ONL,US,XML
5933844,RED LETTER DAYS,1/11/2019,2/11/2019,DBLSTD,Confirmada,BB,BFL_RED,22/10/2019,2,,,ONL,ONL,GB,EMAIL
5933895,EXPEDIA,9/11/2019,13/11/2019,DBLSTD,Confirmada,RO,X_B_PKNR,22/10/2019,2,,,ONL,ONL,US,XML
5933897,BOOKING.COM,14/11/2019,15/11/2019,DBLSTD,Confirmada,RO,X_BAR,22/10/2019,2,,,ONL,ONL,,XML
5933951,DESTINIA,28/10/2019,1/11/2019,TPLSTD,Confirmada,BB,W_VUELO_NR,22/10/2019,3,,,DIR,ONL,CH,WEB
5934002,CHECK POINT SOFTWARE TECHNOLOGIES,10/11/2019,14/11/2019,DBLSTD,Confirmada,BB,C_155/175,22/10/2019,1,,5,CORP,EMP,IL,EMAIL
5934025,CLUB H10,31/10/2019,1/11/2019,DBLSTD,Confirmada,RO,W_BAR_NR,22/10/2019,2,,,DIR,DIR,ES,WEB
5934111,RED LETTER DAYS,14/11/2019,15/11/2019,DBLSTD,Confirmada,BB,BFL_RED,22/10/2019,2,,,ONL,ONL,GB,EMAIL
5934177,BOOKING.COM,30/10/2019,1/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,22/10/2019,1,,,ONL,ONL,,XML
5934498,SECRET ESCAPES,14/11/2019,16/11/2019,DBLSTD,Confirmada,BB,BFL_SE_O19,22/10/2019,2,,,ONL,ONL,GB,EMAIL
5934518,BOOKING.COM,4/11/2019,5/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,22/10/2019,1,,,ONL,ONL,,XML
5934575,SECRET ESCAPES,10/11/2019,13/11/2019,DBLSTD,Confirmada,BB,BFL_SE_O19,22/10/2019,2,,,ONL,ONL,GB,EMAIL
5934946,EXPEDIA,6/11/2019,7/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,22/10/2019,2,,,ONL,ONL,US,XML
5935392,BOOKING.COM,10/11/2019,15/11/2019,DBLSTD,Confirmada,RO,X_BAR,22/10/2019,1,,,ONL,ONL,,XML
5935734,BOOKING.COM,13/11/2019,14/11/2019,DBLSTDST,Confirmada,RO,X_BAR_NR,22/10/2019,2,,,ONL,ONL,,XML
5936243,CLUB H10,8/11/2019,11/11/2019,DBLSTD,Confirmada,RO,W_BAR_NR,22/10/2019,2,,,DIR,DIR,ES,WEB
5936405,CLUB H10,5/11/2019,6/11/2019,DBLSTD,Confirmada,RO,W_BAR_NR,23/10/2019,1,,,DIR,DIR,ES,WEB
5936482,EXPEDIA,13/11/2019,14/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,23/10/2019,1,,,ONL,ONL,US,XML
5936483,BOOKING.COM,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5936654,EXPEDIA,7/11/2019,8/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,1,,,ONL,ONL,US,XML
5936784,TRAVELCLICK,12/11/2019,14/11/2019,DBLSTD,Confirmada,BB,C_145/165,23/10/2019,1,,,CORP,EMP,US,GDS
5936789,COMPUTACENTER,14/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_145/165,23/10/2019,1,,5,CORP,EMP,GB,EMAIL
5936808,BOOKING.COM,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5936810,BOOKING.COM,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5936831,BOOKING.COM,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5936833,BOOKING.COM,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5936835,BOOKING.COM,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5936839,EXPEDIA,11/11/2019,13/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,1,,,ONL,ONL,US,XML
5936895,BOOKING.COM,4/11/2019,5/11/2019,DBLSTD,Confirmada,BB,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5936903,SECRET ESCAPES,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,BFL_SE_O19,23/10/2019,2,,,ONL,ONL,GB,EMAIL
5937004,BOOKING.COM,14/11/2019,15/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,2,,,ONL,ONL,,XML
5937030,TUI DEUTSCHLAND,1/11/2019,4/11/2019,DBLSTDST,Confirmada,BB,X_DESTIMO,23/10/2019,2,,,TTOO,GER,DE,XML
5937516,DER TOURISTIK DEUTSCHLAND,9/11/2019,13/11/2019,DBLSTD,Confirmada,BB,F_W19_S20,23/10/2019,2,,,TTOO,GER,DE,EMAIL
5937586,TUI NEDERLAND N.V.,10/11/2019,14/11/2019,DBLSTD,Confirmada,BB,F_W19_S20,23/10/2019,2,,,TTOO,HOL,NL,EMAIL
5937639,EXPEDIA,6/11/2019,7/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,1,,,ONL,ONL,US,XML
5937851,MTC GROUP,13/11/2019,14/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,23/10/2019,1,,,ONL,ONL,CH,XML
5938002,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938003,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938004,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938005,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938006,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938007,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938008,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938009,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938010,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938011,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938012,PRIORITY,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,14/8/2019,1,,,CORP,UK,GB,MICE COMP
5938027,EXPEDIA,7/11/2019,10/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,2,,,ONL,ONL,US,XML
5938028,EXPEDIA,7/11/2019,10/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,2,,,ONL,ONL,US,XML
5938029,EXPEDIA,7/11/2019,8/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,23/10/2019,1,,,ONL,ONL,US,XML
5938646,EXPEDIA,11/11/2019,12/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,23/10/2019,1,,,ONL,ONL,US,XML
5938724,BOOKING.COM,10/11/2019,12/11/2019,DBLSTDST,Confirmada,RO,X_BAR,23/10/2019,2,,,ONL,ONL,,XML
5938803,RED LETTER DAYS,7/11/2019,8/11/2019,DBLSTD,Confirmada,BB,BFL_RED,23/10/2019,2,,,ONL,ONL,GB,EMAIL
5938892,CLUB H10,13/11/2019,14/11/2019,DBLSTD,Confirmada,RO,W_BAR_NR,23/10/2019,1,,,DIR,DIR,ES,WEB
5938893,CLUB H10,13/11/2019,14/11/2019,DBLSTD,Confirmada,RO,W_BAR_NR,23/10/2019,1,,,DIR,DIR,ES,WEB
5939127,CHECK POINT SOFTWARE TECHNOLOGIES,10/11/2019,13/11/2019,DBLSTD,Confirmada,BB,C_155/175,23/10/2019,1,,5,CORP,EMP,IL,EMAIL
5939171,MAINTEL EUROPE,7/11/2019,8/11/2019,DBLSTD,Confirmada,BB,C_170/190,23/10/2019,1,,5,CORP,EMP,GB,EMAIL
5939384,BOOKING.COM,4/11/2019,5/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5939386,BOOKING.COM,4/11/2019,5/11/2019,DBLSTD,Confirmada,RO,X_BAR,23/10/2019,1,,,ONL,ONL,,XML
5941119,HRS PAYMENT SOLUTIONS GMBH,14/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,,ONL,ONL,DE,XML
5941120,HRS PAYMENT SOLUTIONS GMBH,14/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,,ONL,ONL,DE,XML
5941248,EXPEDIA,12/11/2019,13/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,24/10/2019,1,,,ONL,ONL,US,XML
5941421,TRAVELCLICK,31/10/2019,1/11/2019,DBLSTD,Confirmada,RO,C_BAR/10%,24/10/2019,1,,5,CORP,EMP,US,GDS
5941425,TRAVELCLICK,12/11/2019,13/11/2019,DBLSTD,Confirmada,BB,C_BAR/10%,24/10/2019,1,,5,CORP,EMP,US,GDS
5941470,VENUE OPTIONS LIMITED,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,IMPLANT
5941476,HRS PAYMENT SOLUTIONS GMBH,13/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,,ONL,ONL,DE,XML
5941481,VENUE OPTIONS LIMITED,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,IMPLANT
5941482,VENUE OPTIONS LIMITED,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,IMPLANT
5941487,VENUE OPTIONS LIMITED,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,IMPLANT
5941488,VENUE OPTIONS LIMITED,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,IMPLANT
5941490,VENUE OPTIONS LIMITED,6/11/2019,7/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,IMPLANT
5941528,V.EL CORTE INGLES,4/11/2019,5/11/2019,DBLSTD,Confirmada,BB,X_BAR,24/10/2019,1,,,ONL,ONL,ES,XML
5941529,V.EL CORTE INGLES,4/11/2019,5/11/2019,DBLSTD,Confirmada,BB,X_BAR,24/10/2019,1,,,ONL,ONL,ES,XML
5941532,KUONI GLOBAL TRAVEL SERVICES,10/11/2019,11/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,12/7/2019,2,,,TTOO,NO,CH,EMAIL
5941533,KUONI GLOBAL TRAVEL SERVICES,10/11/2019,11/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,12/7/2019,2,,,TTOO,NO,CH,EMAIL
5941536,KUONI GLOBAL TRAVEL SERVICES,10/11/2019,11/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,12/7/2019,2,,,TTOO,NO,CH,EMAIL
5941537,KUONI GLOBAL TRAVEL SERVICES,10/11/2019,11/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,12/7/2019,2,,,TTOO,NO,CH,EMAIL
5941538,KUONI GLOBAL TRAVEL SERVICES,10/11/2019,11/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,12/7/2019,2,,,TTOO,NO,CH,EMAIL
5941540,KUONI GLOBAL TRAVEL SERVICES,10/11/2019,11/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,12/7/2019,1,,,TTOO,NO,CH,EMAIL
5941577,CAPITA BUSINESS TRAVEL,31/10/2019,1/11/2019,DBLSTD,Confirmada,BB,C_163/183,24/10/2019,1,,5,CORP,EMP,GB,GDS
5941592,KUONI GLOBAL TRAVEL SERVICES,10/11/2019,11/11/2019,TPLSTD,Confirmada,BB,G_BASE_20,12/7/2019,3,,,TTOO,NO,CH,EMAIL
5941594,BARINGA PARTNERS,14/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_160/180,24/10/2019,1,,,CORP,EMP,GB,EMAIL
5941619,COMPUTACENTER,13/11/2019,14/11/2019,DBLSTD,Confirmada,BB,C_145/165,24/10/2019,1,,5,CORP,EMP,GB,EMAIL
5941639,EXPEDIA,12/11/2019,16/11/2019,DBLSTD,Confirmada,RO,X_BAR,24/10/2019,1,,,ONL,ONL,US,XML
5941667,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5941687,FLIGHT CENTRE UK Ltd,7/11/2019,8/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,5,CORP,EMP,GB,GDS
5941790,FLIGHT CENTRE UK Ltd,10/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,5,CORP,EMP,GB,GDS
5941826,FLIGHT CENTRE UK Ltd,10/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,5,CORP,EMP,GB,GDS
5941846,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5941847,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5941848,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5941849,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5941850,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5941867,SECRET ESCAPES,13/11/2019,14/11/2019,DBLSTD,Confirmada,BB,BFL_SE_O19,24/10/2019,2,,,ONL,ONL,GB,EMAIL
5941871,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941872,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941873,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941874,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941875,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941876,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941877,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941878,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941879,ABSOLUT SPORT,31/10/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941880,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941881,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941882,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941883,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5941907,TATE,12/11/2019,13/11/2019,DBLSTD,Confirmada,BB,C_155/175,24/10/2019,1,,,CORP,EMP,GB,EMAIL
5941908,TATE,11/11/2019,14/11/2019,DBLSTD,Confirmada,BB,C_155/175,24/10/2019,1,,,CORP,EMP,GB,EMAIL
5941913,CLUB H10,30/10/2019,1/11/2019,DBLSTD,Confirmada,RO,W_BAR_NR,24/10/2019,2,,,DIR,DIR,ES,WEB
5941917,CLUB H10,12/11/2019,13/11/2019,DBLSTD,Confirmada,RO,W_BAR,24/10/2019,2,,,DIR,DIR,ES,WEB
5942017,HRS PAYMENT SOLUTIONS GMBH,30/10/2019,1/11/2019,DBLSTD,Confirmada,BB,C_160/180,24/10/2019,1,,,CORP,ONL,DE,XML
5942018,HRS PAYMENT SOLUTIONS GMBH,30/10/2019,1/11/2019,DBLSTD,Confirmada,BB,C_160/180,24/10/2019,1,,,CORP,ONL,DE,XML
5942019,HRS PAYMENT SOLUTIONS GMBH,30/10/2019,1/11/2019,DBLSTD,Confirmada,BB,C_160/180,24/10/2019,1,,,CORP,ONL,DE,XML
5942021,EUROPE EXPRESS,8/11/2019,12/11/2019,DBLSTD,Confirmada,BB,F_W19_S20,24/10/2019,2,,,TTOO,USA,US,EMAIL
5942177,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942178,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942179,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942180,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942251,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942252,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942254,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942255,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942256,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942257,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942258,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942259,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942260,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942261,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942262,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942263,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942264,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942265,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942266,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5942267,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5942268,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5942269,ABSOLUT SPORT,1/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,1,,,MICE,UK,DE,MICE OPC/A
5942270,ABSOLUT SPORT,2/11/2019,4/11/2019,DBLSTD,Confirmada,BB,G_BASE_20,9/8/2019,2,,,MICE,UK,DE,MICE OPC/A
5942457,EXPEDIA,12/11/2019,13/11/2019,DBLSTD,Confirmada,RO,X_BAR,24/10/2019,1,,,ONL,ONL,US,XML
5942458,EXPEDIA,12/11/2019,13/11/2019,DBLSTD,Confirmada,RO,X_BAR,24/10/2019,1,,,ONL,ONL,US,XML
5942834,ULSTER UNIVERSITY,12/11/2019,13/11/2019,DBLSTD,Confirmada,BB,C_170/190,24/10/2019,1,,5,CORP,EMP,GB,EMAIL
5942851,DIRECT,30/10/2019,1/11/2019,DBLSTD,Confirmada,BB,B_BAR,24/10/2019,2,,P,DIR,DIR,ES,EMAIL
5943062,BOOKING.COM,7/11/2019,8/11/2019,DBLSTD,Confirmada,RO,X_BAR,24/10/2019,1,,,ONL,ONL,,XML
5943089,BOKU NETWORK SERVICES,31/10/2019,1/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,EMAIL
5943095,CLUB H10,31/10/2019,1/11/2019,DBLSTDST,Confirmada,RO,W_BAR_NR,24/10/2019,2,,,DIR,DIR,ES,WEB
5943124,BOOKING.COM,12/11/2019,13/11/2019,DBLSTD,Confirmada,RO,X_BAR,24/10/2019,1,,,ONL,ONL,,XML
5943289,CLUB H10,31/10/2019,1/11/2019,DBLSTD,Confirmada,RO,W_BAR_NR,24/10/2019,1,,,DIR,DIR,ES,WEB
5943373,BOOKING.COM,7/11/2019,8/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,24/10/2019,1,,,ONL,ONL,,XML
5943375,BOOKING.COM,9/11/2019,10/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,24/10/2019,2,,,ONL,ONL,,XML
5943499,PEABODY,4/11/2019,5/11/2019,DBLSTD,Confirmada,BB,C_160/170,24/10/2019,1,,5,CORP,EMP,GB,EMAIL
5943514,BOOKING.COM,7/11/2019,11/11/2019,DBLSTDST,Confirmada,RO,X_BAR_NR,24/10/2019,1,,,ONL,ONL,,XML
5943703,BOOKING.COM,9/11/2019,10/11/2019,DBLSTDST,Confirmada,BB,X_BAR,24/10/2019,2,,,ONL,ONL,,XML
5943817,CAPITA BUSINESS TRAVEL,13/11/2019,14/11/2019,DBLSTD,Confirmada,RO,B_BAR_NR,24/10/2019,1,,,CORP,UK,GB,GDS
5943845,FLIGHT CENTRE UK Ltd,10/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,5,CORP,EMP,GB,GDS
5943850,FLIGHT CENTRE UK Ltd,10/11/2019,15/11/2019,DBLSTD,Confirmada,BB,C_165/185,24/10/2019,1,,5,CORP,EMP,GB,GDS
5944161,BOOKING.COM,15/11/2019,16/11/2019,DBLSTDST,Confirmada,HB,X_BAR,24/10/2019,2,,,ONL,ONL,,XML
5945139,EXPEDIA,12/11/2019,13/11/2019,TPLSTD,Confirmada,RO,X_BAR_NR,24/10/2019,3,,,ONL,ONL,US,XML
5945634,RED LETTER DAYS,1/11/2019,2/11/2019,DBLSTD,Confirmada,BB,BFL_RED,25/10/2019,2,,,ONL,ONL,GB,EMAIL
5945668,MAINTEL EUROPE,13/11/2019,14/11/2019,DBLSTD,Confirmada,BB,C_170/190,25/10/2019,1,,5,CORP,EMP,GB,EMAIL
5945686,EXPEDIA,11/11/2019,12/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,25/10/2019,1,,,ONL,ONL,US,XML
5945687,EXPEDIA,11/11/2019,12/11/2019,DBLSTD,Confirmada,RO,X_BAR_NR,25/10/2019,1,,,ONL,ONL,US,XML
5945912,RED LETTER DAYS,9/11/2019,10/11/2019,DBLSTD,Confirmada,BB,BFL_RED,25/10/2019,2,,,ONL,ONL,GB,EMAIL
5946166,SECRET ESCAPES,10/11/2019,13/11/2019,DBLSTD,Confirmada,BB,BFL_SE_O19,25/10/2019,2,,,ONL,ONL,GB,EMAIL
