Numero Reserva,Cliente Comercial,Fecha llegada,Fecha de salida,Tipo de habitación,Estado,Identificador régimen alimenticio,Tarifa,Fecha de Creación,Nº de pax del tipo 1 alojados,Fecha de cancelación,VIP,Identificador segmento de mercado,Identificador procedencia de negocio,País,Identificador de canal
4193691,BOOKING.COM,1/1/2019,7/1/2019,DBLSTD,Cancelada,BB,X_BAR,27/7/2018,1,27/7/2018,,ONL,ONL,,XML
4304804,HRS,1/1/2019,10/1/2019,DBLSTD,No show,RO,X_BAR,30/8/2018,1,,,ONL,ONL,DE,XML
4438480,MIKI TRAVEL LTD.,1/1/2019,3/1/2019,TPLSTD,Cancelada,BB,F_W18_S19,8/10/2018,3,12/10/2018,,TTOO,NO,GB,EMAIL
4472440,BOOKING.COM,1/1/2019,13/1/2019,DBLSTD,Cancelada,BB,X_BAR,17/10/2018,2,18/10/2018,,ONL,ONL,,XML
4563806,SUNHOTELS,1/1/2019,6/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,12/11/2018,2,13/11/2018,,TTOO,NO,AE,EMAIL
4567131,SUNHOTELS,1/1/2019,6/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,13/11/2018,2,16/11/2018,,TTOO,NO,AE,EMAIL
4579285,SUNHOTELS,1/1/2019,6/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,16/11/2018,1,26/12/2018,,TTOO,NO,AE,EMAIL
4663144,TOURMUNDIAL,1/1/2019,6/1/2019,DBLSTD,Cancelada,BB,X_BAR,10/12/2018,1,14/12/2018,,ONL,ONL,ES,XML
4380783,TUI BELGIUM,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,21/9/2018,2,2/1/2019,,TTOO,BEL,BE,EMAIL
4400574,BOOKING.COM,2/1/2019,6/1/2019,DBLSTDST,Cancelada,RO,X_BAR,27/9/2018,2,1/10/2018,,ONL,ONL,,XML
4440551,SENSATIONS DU MONDE,2/1/2019,3/1/2019,DBLSTD,No show,BB,F_W18_S19,8/10/2018,2,,,TTOO,FRA,FR,EMAIL
4533301,MIKI TRAVEL LTD.,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,2/11/2018,1,26/12/2018,,TTOO,NO,GB,EMAIL
4533304,MIKI TRAVEL LTD.,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,2/11/2018,2,26/12/2018,,TTOO,NO,GB,EMAIL
4533379,EXPEDIA,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,X_BAR,2/11/2018,2,3/11/2018,,ONL,ONL,US,XML
4535508,HOTELBEDS SWITZERLAND AG,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,3/11/2018,2,26/12/2018,,TTOO,NO,CH,EMAIL
4535509,HOTELBEDS SWITZERLAND AG,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,3/11/2018,2,26/12/2018,,TTOO,NO,CH,EMAIL
4535574,RTS,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,3/11/2018,2,26/11/2018,,TTOO,ASIA,CN,EMAIL
4563496,VOYAGE PRIVE FRANCIA,2/1/2019,5/1/2019,DBLDLX,Cancelada,BB,BFL_VP_O18,12/11/2018,2,12/11/2018,,ONL,ONL,FR,EMAIL
4603009,LUXURY ESCAPES TRAVEL,2/1/2019,9/1/2019,DBLDLX,Cancelada,BB,BFL_LX7N,22/11/2018,2,22/11/2018,,ONL,ONL,AU,EMAIL
4607732,LUXURY ESCAPES TRAVEL,2/1/2019,9/1/2019,DBLDLX,Cancelada,BB,BFL_LX7N,23/11/2018,2,23/11/2018,,ONL,ONL,AU,EMAIL
4607791,LUXURY ESCAPES TRAVEL,2/1/2019,9/1/2019,DBLDLX,Cancelada,BB,BFL_LX7N,23/11/2018,2,23/11/2018,,ONL,ONL,AU,EMAIL
4613947,BOOKING.COM,2/1/2019,13/1/2019,DBLDLX,Cancelada,RO,X_BAR,25/11/2018,2,25/11/2018,,ONL,ONL,,XML
4641339,SUNHOTELS,2/1/2019,5/1/2019,DBLSTD,Cancelada,BB,X_BAR,3/12/2018,1,26/12/2018,,ONL,ONL,LI,XML
4644404,CAPITA BUSINESS TRAVEL,2/1/2019,3/1/2019,DBLSTD,Cancelada,BB,C_163/183,4/12/2018,1,19/12/2018,,CORP,EMP,GB,GDS
4664183,BOOKING.COM,2/1/2019,4/1/2019,DBLSTD,Cancelada,RO,X_BAR,10/12/2018,2,27/12/2018,,ONL,ONL,,XML
4665190,TRAVELCLICK,2/1/2019,3/1/2019,DBLSTD,Cancelada,RO,B_BAR,11/12/2018,1,15/12/2018,,CORP,EMP,US,GDS
4681812,ABBEY (UK) TRAVEL LTD,2/1/2019,5/1/2019,DBLSTD__2,Cancelada,BB,F_W18_S19,17/12/2018,2,24/12/2018,,TTOO,NO,GB,EMAIL
4698728,BOOKING.COM,2/1/2019,16/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,22/12/2018,1,2/1/2019,,ONL,ONL,,XML
4698730,BOOKING.COM,2/1/2019,16/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,22/12/2018,2,2/1/2019,,ONL,ONL,,XML
4290881,BOOKING.COM,3/1/2019,6/1/2019,DBLSTD,Cancelada,RO,X_BAR,26/8/2018,1,7/12/2018,,ONL,ONL,,XML
4607358,BOOKING.COM,3/1/2019,6/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,23/11/2018,2,4/12/2018,,ONL,ONL,,XML
4611880,CLUB H10,3/1/2019,6/1/2019,JRSSTD,Cancelada,RO,W_BAR,24/11/2018,3,7/12/2018,,DIR,DIR,ES,WEB
4636551,BOOKING.COM,3/1/2019,6/1/2019,DBLSTD,Cancelada,RO,X_BAR,1/12/2018,2,29/12/2018,,ONL,ONL,,XML
4654139,EXPEDIA,3/1/2019,4/1/2019,DBLSTD,Cancelada,BB,X_B_PK2,7/12/2018,1,21/12/2018,,ONL,ONL,US,XML
4654888,HOTELBEDS SWITZERLAND AG,3/1/2019,7/1/2019,DBLDLX,Cancelada,BB,F_W18_S19,7/12/2018,2,7/12/2018,,TTOO,NO,CH,EMAIL
4681866,CAPITA BUSINESS TRAVEL,3/1/2019,4/1/2019,DBLSTD,Cancelada,RO,B_BAR,17/12/2018,1,2/1/2019,,CORP,CAN,GB,GDS
4731317,BARINGA PARTNERS,3/1/2019,4/1/2019,DBLSTD,Cancelada,BB,C_160/180,3/1/2019,1,3/1/2019,5,CORP,EMP,GB,EMAIL
4255371,PLEASANT HOLIDAYS,4/1/2019,10/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,15/8/2018,2,16/8/2018,,TTOO,HOL,US,EMAIL
4400262,TUI NEDERLAND N.V.,4/1/2019,7/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,27/9/2018,2,20/11/2018,,TTOO,HOL,NL,EMAIL
4436059,BOOKING.COM,4/1/2019,6/1/2019,DBLSTD,Cancelada,RO,X_BAR,7/10/2018,2,12/10/2018,,ONL,ONL,,XML
4510369,CLUB H10,4/1/2019,6/1/2019,DBLSUP,Cancelada,RO,W_BAR,26/10/2018,2,11/11/2018,,DIR,DIR,ES,WEB
4558881,BOOKING.COM,4/1/2019,7/1/2019,DBLSTD,Cancelada,RO,X_BAR,10/11/2018,1,11/11/2018,,ONL,ONL,,XML
4583520,CLUB H10,4/1/2019,6/1/2019,DBLSTDST,No show,RO,W_BAR,18/11/2018,2,,1,DIR,DIR,ES,WEB
4660309,BOOKING.COM,4/1/2019,6/1/2019,DBLSTD,Cancelada,RO,X_BAR,9/12/2018,2,10/12/2018,,ONL,ONL,,XML
4701316,BOOKING.COM,4/1/2019,6/1/2019,DBLSTDST,Cancelada,RO,X_BAR,24/12/2018,2,26/12/2018,,ONL,ONL,,XML
4702406,HOTELBEDS SWITZERLAND AG,4/1/2019,9/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,24/12/2018,2,28/12/2018,,TTOO,NO,CH,EMAIL
4059950,RED LETTER DAYS,5/1/2019,6/1/2019,DBLSTD,Cancelada,BB,BFL_RED,18/6/2018,2,21/12/2018,,ONL,ONL,GB,EMAIL
4486569,BOOKING.COM,5/1/2019,6/1/2019,DBLSTDST,Cancelada,BB,X_BAR,20/10/2018,2,4/12/2018,,ONL,ONL,,XML
4490564,MIKI TRAVEL LTD.,5/1/2019,7/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,22/10/2018,2,5/12/2018,,TTOO,NO,GB,EMAIL
4634506,BOOKING.COM,5/1/2019,8/1/2019,DBLSTDST,Cancelada,RO,X_BAR,30/11/2018,2,20/12/2018,,ONL,ONL,,XML
4653006,BOOKING.COM,5/1/2019,7/1/2019,DBLSTD,Cancelada,RO,X_BAR,6/12/2018,2,12/12/2018,,ONL,ONL,,XML
4685487,MIKI TRAVEL LTD.,5/1/2019,6/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,18/12/2018,2,26/12/2018,,TTOO,NO,GB,EMAIL
4730434,EXPEDIA,5/1/2019,12/1/2019,DBLSTD,Cancelada,BB,X_BAR,3/1/2019,1,3/1/2019,,ONL,ONL,US,XML
4383505,CLICK TRAVEL,6/1/2019,7/1/2019,DBLDLX,Cancelada,RO,B_BAR,22/9/2018,1,12/11/2018,5,CORP,EMP,GB,GDS
4539476,MIKI TRAVEL LTD.,6/1/2019,7/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,5/11/2018,1,5/11/2018,,TTOO,NO,GB,EMAIL
4539477,MIKI TRAVEL LTD.,6/1/2019,7/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,5/11/2018,1,5/11/2018,,TTOO,NO,GB,EMAIL
4648827,CHECK POINT SOFTWARE TECHNOLOGIES,6/1/2019,8/1/2019,DBLSTD,Cancelada,BB,C_155/175,5/12/2018,1,3/1/2019,5,CORP,EMP,IL,EMAIL
4656470,CLUB H10,6/1/2019,12/1/2019,DBLSTD,Cancelada,RO,W_BAR,7/12/2018,1,5/1/2019,,DIR,DIR,ES,WEB
4363581,MIKI TRAVEL LTD.,7/1/2019,10/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,17/9/2018,2,17/9/2018,,TTOO,NO,GB,EMAIL
4397697,CLUB H10,7/1/2019,12/1/2019,DBLSTD,Cancelada,RO,W_BAR,26/9/2018,2,1/12/2018,,DIR,DIR,ES,WEB
4405442,HOTELBEDS SWITZERLAND AG,7/1/2019,12/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,28/9/2018,2,26/12/2018,,TTOO,NO,CH,EMAIL
4533232,HOTELBEDS SWITZERLAND AG,7/1/2019,10/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,2/11/2018,2,27/12/2018,,TTOO,NO,CH,EMAIL
4651679,ON THE MARKET,7/1/2019,11/1/2019,DBLSTD,Cancelada,BB,C_170/190,6/12/2018,1,2/1/2019,5,CORP,EMP,GB,EMAIL
4651680,ON THE MARKET,7/1/2019,11/1/2019,DBLSTD,Cancelada,BB,C_170/190,6/12/2018,1,2/1/2019,5,CORP,EMP,GB,EMAIL
4662842,EXPEDIA,7/1/2019,8/1/2019,DBLSTD,No show,RO,X_BAR,10/12/2018,1,,,ONL,ONL,US,XML
4665181,TRAVELCLICK,7/1/2019,11/1/2019,DBLDLX,Cancelada,BB,B_BAR,11/12/2018,1,12/12/2018,,CORP,EMP,US,GDS
4671839,FLIGHT CENTRE UK Ltd,7/1/2019,11/1/2019,DBLSTD,Cancelada,BB,C_155/175,13/12/2018,1,4/1/2019,5,CORP,EMP,GB,GDS
4676374,BOOKING.COM,7/1/2019,11/1/2019,DBLSTD,Cancelada,BB,X_BAR,14/12/2018,1,14/12/2018,,ONL,ONL,,XML
4676375,BOOKING.COM,7/1/2019,11/1/2019,DBLSTD,Cancelada,BB,X_BAR,14/12/2018,1,14/12/2018,,ONL,ONL,,XML
4681870,CAPITA BUSINESS TRAVEL,7/1/2019,8/1/2019,DBLSTD,Cancelada,BB,C_163/183,17/12/2018,1,4/1/2019,,CORP,CAN,GB,GDS
4087110,BOOKING.COM,8/1/2019,9/1/2019,DBLSTDST,Cancelada,RO,X_BAR,26/6/2018,2,28/6/2018,,ONL,ONL,,XML
4103887,BOOKING.COM,8/1/2019,9/1/2019,DBLSTDST,Cancelada,RO,X_BAR,30/6/2018,2,3/7/2018,,ONL,ONL,,XML
4383752,MIKI TRAVEL LTD.,8/1/2019,13/1/2019,TPLSTD,Cancelada,BB,F_W18_S19,22/9/2018,2,3/1/2019,,TTOO,NO,GB,EMAIL
4384248,RTS,8/1/2019,13/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,22/9/2018,2,2/1/2019,,TTOO,ASIA,CN,EMAIL
4498790,BOOKING.COM,8/1/2019,9/1/2019,DBLSTD,No show,RO,X_BAR,23/10/2018,1,,1,ONL,ONL,,XML
4570662,BOOKING.COM,8/1/2019,9/1/2019,DBLSTD,Cancelada,RO,X_BAR,14/11/2018,2,20/11/2018,,ONL,ONL,,XML
4570663,BOOKING.COM,8/1/2019,9/1/2019,DBLSTD,Cancelada,RO,X_BAR,14/11/2018,2,20/11/2018,,ONL,ONL,,XML
4570664,BOOKING.COM,8/1/2019,9/1/2019,DBLSTD,Cancelada,RO,X_BAR,14/11/2018,2,20/11/2018,,ONL,ONL,,XML
4570666,BOOKING.COM,8/1/2019,9/1/2019,DBLSTD,Cancelada,RO,X_BAR,14/11/2018,2,20/11/2018,,ONL,ONL,,XML
4644403,CAPITA BUSINESS TRAVEL,8/1/2019,9/1/2019,DBLSTD,Cancelada,BB,C_163/183,4/12/2018,1,3/1/2019,,CORP,EMP,GB,GDS
4695248,BOOKING.COM,8/1/2019,12/1/2019,DBLSTD,Cancelada,RO,X_BAR,20/12/2018,1,5/1/2019,,ONL,ONL,,XML
4731087,BOOKING.COM,8/1/2019,10/1/2019,DBLSTD,Cancelada,RO,X_BAR,3/1/2019,1,5/1/2019,,ONL,ONL,,XML
4731908,COMPANIES,8/1/2019,10/1/2019,JRSSTD,Cancelada,RO,B_BAR,3/1/2019,1,4/1/2019,,MICE,UK,ES,EMAIL
4738096,CLUB H10,8/1/2019,9/1/2019,DBLSTD,Cancelada,RO,W_BAR,4/1/2019,2,7/1/2019,1,DIR,DIR,ES,WEB
4751461,EXPEDIA,8/1/2019,9/1/2019,DBLSTD,No show,RO,X_BAR_NR,7/1/2019,1,,,ONL,ONL,US,XML
4581882,SUNHOTELS,9/1/2019,13/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,17/11/2018,2,19/11/2018,,TTOO,NO,AE,EMAIL
4714165,TRAVELCLICK,9/1/2019,10/1/2019,DBLSTD,Cancelada,BB,C_160/180,28/12/2018,1,29/12/2018,,CORP,UK,US,GDS
4714167,TRAVELCLICK,9/1/2019,10/1/2019,DBLSTD,Cancelada,BB,C_160/180,28/12/2018,1,29/12/2018,,CORP,UK,US,GDS
4714168,TRAVELCLICK,9/1/2019,10/1/2019,DBLSTD,Cancelada,BB,C_160/180,28/12/2018,1,29/12/2018,,CORP,UK,US,GDS
4736900,MAINTEL EUROPE,9/1/2019,10/1/2019,DBLSTD,Cancelada,BB,C_170/190,4/1/2019,1,9/1/2019,5,CORP,EMP,GB,EMAIL
4739019,CLICK TRAVEL,9/1/2019,10/1/2019,DBLSTD,No show,BB,B_BAR,4/1/2019,1,,,CORP,EMP,GB,GDS
4765185,BOOKING.COM,9/1/2019,11/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,9/1/2019,1,9/1/2019,,ONL,ONL,,XML
4363294,VOYAGE PRIVE FRANCIA,10/1/2019,12/1/2019,DBLDLX,No show,BB,BFL_VP_S18,17/9/2018,2,,,ONL,ONL,FR,EMAIL
4591380,EXPEDIA,10/1/2019,23/1/2019,DBLSTD,Cancelada,HB,X_BAR,20/11/2018,2,20/11/2018,,ONL,ONL,US,XML
4645871,MIKI TRAVEL LTD.,10/1/2019,11/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,4/12/2018,1,5/12/2018,,TTOO,NO,GB,EMAIL
4727096,VOYAGE PRIVE UK,10/1/2019,11/1/2019,DBLDLX,Cancelada,BB,BFL_VP_D18,2/1/2019,2,5/1/2019,,ONL,ONL,GB,EMAIL
4739500,BOOKING.COM,10/1/2019,11/1/2019,DBLSTD,Cancelada,RO,X_BAR,4/1/2019,2,7/1/2019,,ONL,ONL,,XML
4772063,CLUB H10,10/1/2019,11/1/2019,DBLSTD,Cancelada,RO,W_BAR_NR,10/1/2019,2,10/1/2019,,DIR,DIR,ES,WEB
4397154,VOYAGE PRIVE ESPAÑA S.L.U.,11/1/2019,14/1/2019,DBLDLX,Cancelada,BB,BFL_VP_S18,26/9/2018,1,9/1/2019,,ONL,ONL,GB,EMAIL
4397203,VOYAGE PRIVE ESPAÑA S.L.U.,11/1/2019,14/1/2019,DBLDLX,Cancelada,BB,BFL_VP_S18,26/9/2018,1,9/1/2019,,ONL,ONL,GB,EMAIL
4532119,FTI TOURISTIK,11/1/2019,14/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,2/11/2018,2,31/12/2018,,TTOO,GER,DE,EMAIL
4635394,BOOKING.COM,11/1/2019,13/1/2019,DBLSTD,Cancelada,RO,X_BAR,30/11/2018,1,1/1/2019,,ONL,ONL,,XML
4635395,BOOKING.COM,11/1/2019,13/1/2019,DBLSTD,Cancelada,RO,X_BAR,30/11/2018,1,1/1/2019,,ONL,ONL,,XML
4725794,SUNHOTELS,11/1/2019,12/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,2/1/2019,2,11/1/2019,,TTOO,NO,AE,EMAIL
4727079,BOOKING.COM,11/1/2019,12/1/2019,DBLSTD,Cancelada,RO,X_BAR,2/1/2019,2,2/1/2019,,ONL,ONL,,XML
4772730,BOOKING.COM,11/1/2019,14/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,10/1/2019,2,10/1/2019,,ONL,ONL,,XML
4772741,BOOKING.COM,11/1/2019,14/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,10/1/2019,2,10/1/2019,,ONL,ONL,,XML
4344795,WEB H10,12/1/2019,14/1/2019,DBLSTDST,Cancelada,RO,W_BAR_ROM,11/9/2018,2,2/1/2019,,DIR,DIR,ES,WEB
4460438,BOOKING.COM,12/1/2019,13/1/2019,DBLSTDST,Cancelada,BB,X_BAR,13/10/2018,2,18/11/2018,,ONL,ONL,,XML
4464235,BOOKING.COM,12/1/2019,13/1/2019,DBLSTD,Cancelada,RO,X_BAR,15/10/2018,1,29/12/2018,,ONL,ONL,,XML
4537240,CLUB H10,12/1/2019,13/1/2019,DBLSTDST,Cancelada,RO,W_BAR_ROM,4/11/2018,2,18/12/2018,,DIR,DIR,ES,WEB
4551347,VOYAGE PRIVE FRANCIA,12/1/2019,15/1/2019,DBLDLX,Cancelada,BB,BFL_VP_O18,8/11/2018,2,15/12/2018,,ONL,ONL,FR,EMAIL
4624529,BOOKING.COM,12/1/2019,15/1/2019,DBLSTDST,Cancelada,RO,X_BAR,27/11/2018,2,9/12/2018,,ONL,ONL,,XML
4628402,EXPEDIA,12/1/2019,13/1/2019,DBLSTD,Cancelada,RO,X_BAR,28/11/2018,1,7/1/2019,,ONL,ONL,US,XML
4635573,EXPEDIA,12/1/2019,14/1/2019,DBLSTD,Cancelada,RO,X_BAR_PK,30/11/2018,1,2/12/2018,,ONL,ONL,US,XML
4671501,BOOKING.COM,12/1/2019,13/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,13/12/2018,2,30/12/2018,,ONL,ONL,,XML
4680949,BOOKING.COM,12/1/2019,13/1/2019,TPLSTD,Cancelada,RO,X_BAR,16/12/2018,3,2/1/2019,,ONL,ONL,,XML
4691282,BOOKING.COM,12/1/2019,13/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,19/12/2018,2,13/1/2019,,ONL,ONL,,XML
4697670,VOYAGE PRIVE FRANCIA,12/1/2019,14/1/2019,DBLDLX,Cancelada,BB,BFL_VP_D18,21/12/2018,2,5/1/2019,,ONL,ONL,FR,EMAIL
4783191,BOOKING.COM,12/1/2019,13/1/2019,DBLSTDST,Cancelada,RO,X_BAR_NR,12/1/2019,2,13/1/2019,,ONL,ONL,,XML
4360507,BOOKING.COM,13/1/2019,16/1/2019,DBLSTD,Cancelada,RO,X_BAR,15/9/2018,2,28/9/2018,,ONL,ONL,,XML
4363703,VOYAGE PRIVE FRANCIA,13/1/2019,16/1/2019,DBLDLX,No show,BB,BFL_VP_S18,17/9/2018,2,,,ONL,ONL,FR,EMAIL
4419230,CLUB H10,13/1/2019,14/1/2019,DBLSTD,Cancelada,RO,W_BAR,2/10/2018,1,4/12/2018,,DIR,DIR,ES,WEB
4643889,BOOKING.COM,13/1/2019,15/1/2019,DBLSTDST,Cancelada,RO,X_BAR,4/12/2018,2,30/12/2018,,ONL,ONL,,XML
4718527,BOOKING.COM,13/1/2019,15/1/2019,DBLSTD,Cancelada,RO,X_BAR,30/12/2018,2,30/12/2018,,ONL,ONL,,XML
4718534,BOOKING.COM,13/1/2019,15/1/2019,DBLSTDST,Cancelada,RO,X_BAR,30/12/2018,2,30/12/2018,,ONL,ONL,,XML
4741098,AGODA COMPANY PTE,13/1/2019,14/1/2019,DBLSTD,No show,RO,X_B_PKNR,4/1/2019,1,,,ONL,ONL,SG,XML
4784115,HOTEL TONIGHT UK,13/1/2019,14/1/2019,DBLSTD,No show,RO,B_BAR_NR,13/1/2019,2,,,ONL,ONL,GB,XML
4369264,TUI BELGIUM,14/1/2019,17/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,18/9/2018,2,23/11/2018,,TTOO,BEL,BE,EMAIL
4509594,BOOKING.COM,14/1/2019,16/1/2019,DBLSTD,Cancelada,RO,X_BAR,26/10/2018,1,28/11/2018,,ONL,ONL,,XML
4641280,FLIGHT CENTRE UK Ltd,14/1/2019,18/1/2019,DBLSTD,Cancelada,BB,C_155/175,3/12/2018,1,8/1/2019,,CORP,UK,GB,EMAIL
4641332,FLIGHT CENTRE UK Ltd,14/1/2019,18/1/2019,DBLSTD,Cancelada,BB,C_155/175,3/12/2018,1,14/12/2018,,CORP,UK,GB,EMAIL
4651723,ITF,14/1/2019,17/1/2019,DBLSTD,Cancelada,BB,W_ITF,6/12/2018,1,19/12/2018,5,CORP,ONL,GB,WEB
4662844,EXPEDIA,14/1/2019,15/1/2019,DBLSTD,No show,RO,X_BAR,10/12/2018,1,,,ONL,ONL,US,XML
4672755,HRS PAYMENT SOLUTIONS GMBH,14/1/2019,15/1/2019,DBLSTD,Cancelada,RO,,13/12/2018,1,10/1/2019,,ONL,ONL,DE,XML
4675170,BOOKING.COM,14/1/2019,17/1/2019,DBLSTD,Cancelada,RO,X_BAR,14/12/2018,1,4/1/2019,,ONL,ONL,,XML
4682447,FLIGHT CENTRE UK Ltd,14/1/2019,17/1/2019,DBLSTD,Cancelada,BB,C_155/175,17/12/2018,1,20/12/2018,,CORP,UK,GB,GDS
4685582,FLIGHT CENTRE UK Ltd,14/1/2019,18/1/2019,DBLSTD,Cancelada,BB,C_155/175,18/12/2018,1,3/1/2019,,CORP,UK,GB,GDS
4685646,CLICK TRAVEL,14/1/2019,15/1/2019,DBLSTD,Cancelada,BB,C_155/175,18/12/2018,1,20/12/2018,,CORP,UK,GB,GDS
4726806,TATE,14/1/2019,16/1/2019,DBLSTD,Cancelada,BB,C_155/175,2/1/2019,1,14/1/2019,,CORP,EMP,GB,EMAIL
4732891,BOOKING.COM,14/1/2019,15/1/2019,DBLSTD,Cancelada,BB,X_BAR,3/1/2019,1,10/1/2019,,ONL,ONL,,XML
4757389,TRAVELCLICK,14/1/2019,17/1/2019,DBLSTD,Cancelada,BB,C_145/165,8/1/2019,1,8/1/2019,,CORP,EMP,US,GDS
4757503,ITF,14/1/2019,18/1/2019,DBLSTD,Cancelada,BB,W_ITF,8/1/2019,1,9/1/2019,5,CORP,ONL,GB,WEB
4757629,EXPEDIA,14/1/2019,15/1/2019,TPLSTD,Cancelada,RO,X_BAR,8/1/2019,3,9/1/2019,,ONL,ONL,US,XML
4768179,TATE,14/1/2019,15/1/2019,DBLSTD,Cancelada,BB,C_155/175,10/1/2019,1,14/1/2019,5,CORP,EMP,GB,EMAIL
4508097,EXPEDIA,15/1/2019,17/1/2019,DBLSTD,Cancelada,RO,X_BAR,26/10/2018,1,8/1/2019,,ONL,ONL,US,XML
4539121,CAPITA BUSINESS TRAVEL,15/1/2019,16/1/2019,DBLSTD,Cancelada,RO,B_BAR,5/11/2018,1,10/1/2019,5,CORP,EMP,GB,GDS
4539510,CAPITA BUSINESS TRAVEL,15/1/2019,16/1/2019,DBLSTD,Cancelada,RO,B_BAR,5/11/2018,1,7/1/2019,,CORP,UK,GB,EMAIL
4562934,EXPEDIA,15/1/2019,25/1/2019,DBLSTD,No show,RO,X_BAR,12/11/2018,1,,,ONL,ONL,US,XML
4562976,MIKI TRAVEL LTD.,15/1/2019,25/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,12/11/2018,1,12/11/2018,,TTOO,NO,GB,EMAIL
4606921,SUNHOTELS,15/1/2019,25/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,23/11/2018,1,24/11/2018,,TTOO,NO,AE,EMAIL
4606933,SUNHOTELS,15/1/2019,25/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,23/11/2018,1,24/11/2018,,TTOO,NO,AE,EMAIL
4632869,EXPEDIA,15/1/2019,17/1/2019,DBLSTD,Cancelada,RO,X_BAR,30/11/2018,2,9/1/2019,,ONL,ONL,US,XML
4647354,BOOKING.COM,15/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,4/12/2018,2,12/1/2019,,ONL,ONL,,XML
4652701,TATE,15/1/2019,19/1/2019,DBLSTD,Cancelada,BB,C_155/175,6/12/2018,1,4/1/2019,5,CORP,EMP,GB,EMAIL
4654768,LUXURY ESCAPES TRAVEL,15/1/2019,22/1/2019,DBLSTD,Cancelada,BB,BFL_LX7N,7/12/2018,2,10/1/2019,,ONL,ONL,AU,EMAIL
4665086,CAPITA BUSINESS TRAVEL,15/1/2019,16/1/2019,DBLSTD,Cancelada,RO,C_180/200R,11/12/2018,1,7/1/2019,5,CORP,EMP,GB,GDS
4682426,FLIGHT CENTRE UK Ltd,15/1/2019,16/1/2019,DBLSTD,Cancelada,BB,C_155/175,17/12/2018,1,20/12/2018,,CORP,UK,GB,GDS
4726809,TATE,15/1/2019,17/1/2019,DBLSTD,Cancelada,BB,C_155/175,2/1/2019,1,14/1/2019,,CORP,EMP,GB,EMAIL
4758264,HRS PAYMENT SOLUTIONS GMBH,15/1/2019,16/1/2019,DBLSTD,Cancelada,BB,C_164/184,8/1/2019,1,14/1/2019,,ONL,ONL,DE,EMAIL
4761768,BOKU NETWORK SERVICES,15/1/2019,16/1/2019,DBLSTD,Cancelada,BB,C_160/180,9/1/2019,1,9/1/2019,,CORP,EMP,GB,EMAIL
4768577,BOKU NETWORK SERVICES,15/1/2019,16/1/2019,DBLSTD,No show,BB,C_160/180,10/1/2019,1,,5,CORP,UK,GB,EMAIL
4771106,ACCESS BOOKINGS,15/1/2019,16/1/2019,DBLSTD,Cancelada,BB,C_138/158,10/1/2019,1,14/1/2019,,CORP,EMP,GB,GDS
4771599,SUNHOTELS,15/1/2019,16/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,10/1/2019,1,11/1/2019,,TTOO,NO,AE,EMAIL
4777647,CWT GLOBAL ESPAÑA,15/1/2019,16/1/2019,DBLSTD,Cancelada,RO,C_180/200R,11/1/2019,1,12/1/2019,,ONL,ONL,ES,WEB
4159464,JUMBO TOURS,16/1/2019,23/1/2019,DBLSTD,Cancelada,RO,X_BAR,17/7/2018,2,18/7/2018,,ONL,ONL,ES,XML
